DATE_TIME,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC,S&P500_Close,vix_close,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2005-05-23 17:00:00,55.6737588652483,-0.000299627987949,-0.0008257153213714,0.0005260873334224,1.2565351391673742,59.45799457994563,64.00336417157288,31.65138373568084,23.737685881917955,20.39749093631123,0.0016485217471184,131.78263698040024,1.2558855,1.258120767098134,1.253650232901866,0.004470534196268,-26.01626016260195,0.0004999999999999,0.1911284542486235,1193.859985,12.949999809265137,0,23,17,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.9659258262890684,-0.2588190451025206,1.2566,1.2567,1.2578,1.2575,1.2596,1.2588,1.2586,1.2579,1.2552,1.2555,1.2556,1.2557,1.2566,1.2578,1.2596,1.2586
2005-05-23 18:00:00,56.2724014336922,-0.0001831990734544,-0.000697212071788,0.0005140129983336,1.256646078294291,61.30081300812992,59.530261969286265,29.931149284901743,22.780983308222357,19.57540860811906,0.0015950559080385,136.0967709282303,1.256023,1.2583477029917818,1.253698297008218,0.0046494059835637,-32.52032520325153,-9.9999999999989e-05,0.3070542728396574,1193.859985,12.949999809265137,0,23,18,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-1.0,-1.8369701987210294e-16,1.2596,1.2588,1.2586,1.2579,1.258,1.2581,1.2574,1.2565,1.2556,1.2557,1.2566,1.2578,1.2596,1.2586,1.258,1.2574
2005-05-23 19:00:00,59.09090909090874,-4.2028851859443606e-05,-0.0005661754278023,0.0005241465759428,1.2568035946472158,72.89972899728978,64.55284552845511,28.333788723464014,21.934725050397184,18.84822967291728,0.0015382662003214,132.49596735931297,1.256193,1.2586574196071283,1.2537285803928713,0.0049288392142572,-22.76422764227716,0.0009399999999999,0.1910980173580601,1193.859985,12.949999809265137,0,23,19,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.9659258262890684,0.2588190451025203,1.258,1.2581,1.2574,1.2565,1.2559,1.2558,1.2563,1.2565,1.2566,1.2578,1.2596,1.2586,1.258,1.2574,1.2559,1.2563
2005-05-23 20:00:00,64.80061349693334,2.1988032317565853e-05,-0.0004485427357783,0.0004705307680959,1.2568899189665288,70.42335633440418,68.20796611327462,27.159203308487097,22.80594156129156,17.9591393857165,0.0014991043288699,115.0074916269894,1.2562984999999998,1.258832029356451,1.2537649706435483,0.0050670587129024,-33.44537815125875,0.0015500000000001,0.2526822580388055,1193.859985,12.949999809265137,0,23,20,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.8660254037844386,0.5000000000000001,1.2559,1.2558,1.2563,1.2565,1.2569,1.2571,1.2581,1.2583,1.2596,1.2586,1.258,1.2574,1.2559,1.2563,1.2569,1.2581
2005-05-23 21:00:00,53.37781484570468,-7.878944835004731e-06,-0.0003604099775896,0.0003525310327546,1.2568727838268594,62.31542924752844,68.54617152640746,25.26353185030418,20.976158252457218,21.23780159724655,0.0015134540196649,57.9397325207319,1.2563289999999998,1.2588669196204765,1.2537910803795231,0.0050758392409533,-56.84410646387879,-0.00139,0.1242879337131075,1193.859985,12.949999809265137,0,23,21,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.7071067811865477,0.7071067811865474,1.2569,1.2571,1.2581,1.2583,1.2582,1.2578,1.2579,1.258,1.258,1.2574,1.2559,1.2563,1.2569,1.2581,1.2582,1.2579
2005-05-23 22:00:00,60.83333333333345,-1.7627956053534177e-05,-0.0002918535732824,0.0002742256172289,1.2568734710814442,51.99874322352522,61.579176268485945,23.503265496277184,19.798791006768564,20.045748616424717,0.0014889215896888,46.78760159458983,1.2563654999999998,1.2589130515696447,1.2538179484303549,0.0050951031392898,-53.7142857142868,-0.00082,0.1857239647682362,1193.859985,12.949999809265137,0,23,22,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.5000000000000004,0.8660254037844384,1.2582,1.2578,1.2579,1.258,1.2582,1.2582,1.2584,1.2585,1.2559,1.2563,1.2569,1.2581,1.2582,1.2579,1.2582,1.2584
2005-05-23 23:00:00,60.43030869971928,1.4820858017960958e-05,-0.0002305186870223,0.0002453395450403,1.2569217119308305,48.41704387711871,54.24373878272412,21.9595966577538,19.01296802609038,19.746254436846783,0.0014397129047111,42.86356147971249,1.2564094999999995,1.2589949398078468,1.2538240601921526,0.0051708796156941,-44.190476190478286,-0.00092,0.1696873132841947,1193.859985,12.949999809265137,0,23,23,0.0,1.0,-0.9987165071710528,-0.0506491688387135,-0.2588190451025215,0.965925826289068,1.2582,1.2582,1.2584,1.2585,1.2586,1.2586,1.2581,1.2578,1.2569,1.2581,1.2582,1.2579,1.2582,1.2584,1.2586,1.2581
2005-05-24 00:00:00,61.17424242424214,2.581941885848593e-06,-0.0001838985612407,0.0001864805031265,1.2569205965088466,49.65079365079206,50.022193583812,20.544946132829683,19.700118737055867,18.869148008533365,0.0013990191258031,40.327308376309205,1.2564575,1.2590426798776877,1.2538723201223123,0.0051703597553749,-53.14285714285872,-0.0008000000000001,0.1043325899968028,1194.069946,12.6899995803833,1,24,0,0.7818314824680298,0.6234898018587336,-0.9884683243281114,0.1514277775045766,0.0,1.0,1.2586,1.2586,1.2581,1.2578,1.2576,1.2572,1.257,1.2572,1.2582,1.2579,1.2582,1.2584,1.2586,1.2581,1.2576,1.257
2005-05-24 01:00:00,53.03867403314969,-8.680845613073807e-05,-0.0001644805402187,7.767208408799165e-05,1.2568243492222897,43.492063492062414,47.1866336733244,20.06440328076425,18.292051338453703,24.15744524292064,0.0013990891882458,-22.228958270167,1.256468,1.25904247159627,1.2538935284037305,0.0051489431925397,-72.19047619047575,-0.0007999999999999,-0.1343829516539441,1194.069946,12.6899995803833,1,24,1,0.7818314824680298,0.6234898018587336,-0.9884683243281114,0.1514277775045766,0.2588190451025207,0.9659258262890684,1.2576,1.2572,1.257,1.2572,1.2573,1.2572,1.2569,1.2576,1.2582,1.2584,1.2586,1.2581,1.2576,1.257,1.2573,1.2569
2005-05-24 02:00:00,52.602230483270965,-0.0001359113781538,-0.0001587667078057,2.285532965191968e-05,1.256761077867786,31.09578544061237,41.412880861155614,19.61818491813205,17.70789455428774,23.38597706443898,0.0013420113890853,-32.69545359727578,1.2565835,1.258868829516722,1.2542981704832783,0.0045706590334435,-81.37931034482843,-0.00072,-0.1303863889330681,1194.069946,12.6899995803833,1,24,2,0.7818314824680298,0.6234898018587336,-0.9884683243281114,0.1514277775045766,0.4999999999999999,0.8660254037844387,1.2573,1.2572,1.2569,1.2576,1.2571,1.2571,1.2571,1.2577,1.2586,1.2581,1.2576,1.257,1.2573,1.2569,1.2571,1.2571
